order_id,order_date,customer_id,segment,region,state,category,sub_category,sales,quantity,discount,profit,profit_margin,calculated_cost_basis
CA-2025-100774,2025-06-23,CS-1253,Consumer,East,Bihar,Technology,Copiers,1408.12,7,0.1,321.59,22.84,1086.53
CA-2025-100775,2026-01-01,CS-1013,Corporate,West,Maharashtra,Technology,Accessories,1185.91,3,0.1,274.87,23.18,911.04
CA-2025-100776,2024-02-10,CS-1299,Corporate,East,West Bengal,Technology,Copiers,1752.61,8,0.1,140.44,8.01,1612.17
CA-2025-100777,2026-01-09,CS-1076,Home Office,North,UP,Office Supplies,Fasteners,1304.29,5,0.0,229.2,17.57,1075.09
CA-2025-100778,2025-12-04,CS-1051,Consumer,East,Odisha,Office Supplies,Binders,404.3,3,0.0,24.35,6.02,379.95
CA-2025-100779,2025-05-16,CS-1275,Home Office,North,Punjab,Furniture,Furnishings,303.83,1,0.1,31.83,10.48,272.0
CA-2025-100780,2024-05-24,CS-1149,Corporate,East,Jharkhand,Technology,Copiers,56.44,5,0.5,4.78,8.47,51.66
CA-2025-100781,2024-07-19,CS-1219,Consumer,North,UP,Furniture,Tables,1447.73,3,0.0,315.23,21.77,1132.5
CA-2025-100782,2025-12-24,CS-1122,Corporate,North,UP,Office Supplies,Art,1016.32,4,0.0,124.96,12.3,891.36
CA-2025-100783,2025-04-05,CS-1211,Corporate,East,West Bengal,Furniture,Chairs,161.15,4,0.0,40.08,24.87,121.07
CA-2025-100784,2026-01-01,CS-1280,Corporate,East,Odisha,Office Supplies,Paper,766.78,3,0.1,60.0,7.82,706.78
CA-2025-100785,2026-01-21,CS-1026,Consumer,West,Goa,Technology,Accessories,1256.89,6,0.2,120.25,9.57,1136.64
CA-2025-100786,2025-07-11,CS-1173,Consumer,South,Kerala,Office Supplies,Paper,690.9,6,0.1,123.66,17.9,567.24
CA-2025-100787,2025-06-30,CS-1156,Consumer,North,Punjab,Technology,Accessories,89.85,1,0.2,21.9,24.37,67.95
CA-2025-100788,2024-09-09,CS-1238,Consumer,North,Punjab,Office Supplies,Fasteners,285.35,4,0.5,56.12,19.67,229.23
CA-2025-100789,2025-01-24,CS-1376,Corporate,North,Delhi,Technology,Copiers,73.57,1,0.0,5.53,7.52,68.04
CA-2025-100790,2025-08-16,CS-1082,Consumer,North,Haryana,Office Supplies,Fasteners,1892.78,7,0.0,251.57,13.29,1641.21
CA-2025-100791,2024-09-12,CS-1492,Corporate,East,Bihar,Office Supplies,Fasteners,3084.75,7,0.0,768.81,24.92,2315.94
CA-2025-100792,2025-12-09,CS-1356,Consumer,East,West Bengal,Office Supplies,Paper,2496.6,6,0.1,159.49,6.39,2337.11
CA-2025-100793,2025-03-25,CS-1490,Consumer,South,Karnataka,Office Supplies,Art,953.93,2,0.0,102.14,10.71,851.79
CA-2025-100794,2024-01-10,CS-1413,Corporate,North,Punjab,Furniture,Tables,1216.73,4,0.0,91.11,7.49,1125.62
CA-2025-100795,2026-03-08,CS-1273,Consumer,South,Karnataka,Furniture,Tables,849.31,3,0.1,-293.97,-34.61,1143.28
CA-2025-100796,2024-08-29,CS-1068,Home Office,West,Maharashtra,Furniture,Furnishings,1037.78,8,0.0,224.91,21.67,812.87
CA-2025-100797,2024-09-07,CS-1044,Consumer,South,Kerala,Office Supplies,Binders,887.64,2,0.0,105.39,11.87,782.25
CA-2025-100798,2024-01-05,CS-1493,Consumer,South,Karnataka,Office Supplies,Paper,498.38,2,0.0,58.4,11.72,439.98
CA-2025-100799,2024-04-28,CS-1061,Home Office,West,Maharashtra,Office Supplies,Fasteners,132.18,1,0.1,28.11,21.27,104.07
CA-2025-100800,2025-01-08,CS-1123,Corporate,West,Goa,Technology,Accessories,4348.6,9,0.0,354.56,8.15,3994.04
CA-2025-100801,2024-03-05,CS-1349,Consumer,South,Tamil Nadu,Technology,Phones,853.52,3,0.2,183.0,21.44,670.52
CA-2025-100802,2024-05-25,CS-1196,Consumer,West,Gujarat,Office Supplies,Binders,1711.29,8,0.1,118.66,6.93,1592.63
CA-2025-100803,2024-08-11,CS-1330,Corporate,South,Karnataka,Office Supplies,Paper,305.42,7,0.0,33.28,10.9,272.14
CA-2025-100804,2024-08-26,CS-1409,Home Office,East,West Bengal,Furniture,Tables,70.81,1,0.1,10.68,15.08,60.13
CA-2025-100805,2024-06-25,CS-1479,Home Office,East,Bihar,Office Supplies,Binders,637.64,6,0.0,47.28,7.41,590.36
CA-2025-100806,2026-02-17,CS-1323,Consumer,South,Kerala,Technology,Copiers,3619.14,8,0.0,235.0,6.49,3384.14
CA-2025-100807,2024-10-08,CS-1111,Home Office,West,Rajasthan,Furniture,Furnishings,2916.47,6,0.0,303.33,10.4,2613.14
CA-2025-100808,2024-03-03,CS-1258,Consumer,West,Maharashtra,Furniture,Chairs,1267.38,9,0.0,211.97,16.73,1055.41
CA-2025-100809,2024-08-04,CS-1089,Consumer,East,Bihar,Office Supplies,Art,762.52,3,0.0,162.16,21.27,600.36
CA-2025-100810,2026-03-05,CS-1433,Home Office,East,Bihar,Technology,Copiers,2388.14,6,0.0,469.23,19.65,1918.91
CA-2025-100811,2025-11-19,CS-1198,Consumer,West,Gujarat,Office Supplies,Paper,714.5,4,0.1,113.97,15.95,600.53
CA-2025-100812,2025-04-05,CS-1282,Consumer,West,Goa,Technology,Copiers,678.42,3,0.1,123.62,18.22,554.8
CA-2025-100813,2025-09-01,CS-1200,Consumer,West,Gujarat,Technology,Phones,3203.54,8,0.1,504.51,15.75,2699.03
CA-2025-100814,2024-04-14,CS-1099,Consumer,West,Gujarat,Furniture,Chairs,703.59,7,0.1,111.33,15.82,592.26
CA-2025-100815,2024-04-08,CS-1027,Corporate,South,Telangana,Furniture,Chairs,3478.91,7,0.0,185.09,5.32,3293.82
CA-2025-100816,2025-05-25,CS-1089,Corporate,West,Goa,Office Supplies,Fasteners,1051.16,5,0.1,133.1,12.66,918.06
CA-2025-100817,2025-01-19,CS-1146,Consumer,East,West Bengal,Office Supplies,Fasteners,136.57,1,0.0,22.09,16.17,114.48
CA-2025-100818,2025-02-08,CS-1182,Corporate,East,Jharkhand,Office Supplies,Paper,2683.93,6,0.0,453.19,16.89,2230.74
CA-2025-100819,2025-06-01,CS-1257,Home Office,North,Punjab,Furniture,Tables,284.92,6,0.0,43.18,15.16,241.74
CA-2025-100820,2025-04-20,CS-1189,Home Office,West,Rajasthan,Furniture,Tables,779.37,3,0.2,147.8,18.96,631.57
CA-2025-100821,2025-12-09,CS-1240,Consumer,South,Karnataka,Furniture,Chairs,160.91,5,0.2,19.9,12.37,141.01
CA-2025-100822,2025-10-06,CS-1359,Home Office,North,Punjab,Technology,Copiers,4262.71,9,0.0,335.01,7.86,3927.7
CA-2025-100823,2026-02-09,CS-1387,Corporate,North,Haryana,Technology,Phones,2264.24,7,0.0,127.65,5.64,2136.59
CA-2025-100824,2025-03-12,CS-1196,Consumer,South,Tamil Nadu,Furniture,Chairs,820.02,8,0.5,134.49,16.4,685.53
CA-2025-100825,2024-01-23,CS-1297,Consumer,North,Haryana,Furniture,Furnishings,1765.46,9,0.1,263.84,14.94,1501.62
CA-2025-100826,2025-07-18,CS-1165,Consumer,North,UP,Furniture,Chairs,490.95,6,0.1,47.71,9.72,443.24
CA-2025-100827,2025-11-07,CS-1307,Corporate,East,Odisha,Technology,Accessories,932.02,5,0.0,87.9,9.43,844.12
CA-2025-100828,2025-12-14,CS-1271,Consumer,North,UP,Technology,Phones,2264.31,5,0.0,376.49,16.63,1887.82
CA-2025-100829,2025-04-02,CS-1008,Corporate,South,Kerala,Furniture,Tables,2023.17,5,0.0,-267.19,-13.21,2290.36
CA-2025-100830,2024-03-23,CS-1038,Consumer,West,Rajasthan,Office Supplies,Art,1336.5,4,0.0,103.15,7.72,1233.35
CA-2025-100831,2024-05-24,CS-1114,Home Office,West,Maharashtra,Office Supplies,Art,484.21,2,0.5,48.3,9.98,435.91
CA-2025-100832,2024-03-25,CS-1339,Consumer,West,Goa,Office Supplies,Art,1018.44,7,0.5,231.11,22.69,787.33
CA-2025-100833,2024-03-18,CS-1056,Home Office,East,Odisha,Office Supplies,Binders,674.63,7,0.0,128.87,19.1,545.76
CA-2025-100834,2025-04-01,CS-1431,Home Office,East,Odisha,Office Supplies,Fasteners,2877.37,8,0.0,464.71,16.15,2412.66
CA-2025-100835,2024-01-01,CS-1474,Consumer,East,Bihar,Technology,Phones,2400.31,8,0.0,297.24,12.38,2103.07
CA-2025-100836,2024-02-20,CS-1359,Consumer,South,Kerala,Furniture,Furnishings,895.63,8,0.5,119.59,13.35,776.04
CA-2025-100837,2025-11-15,CS-1138,Consumer,West,Maharashtra,Technology,Copiers,738.19,9,0.0,62.29,8.44,675.9
CA-2025-100838,2025-12-17,CS-1102,Home Office,South,Karnataka,Office Supplies,Art,1641.85,6,0.2,358.12,21.81,1283.73
CA-2025-100839,2026-02-10,CS-1334,Corporate,South,Tamil Nadu,Office Supplies,Fasteners,728.3,4,0.2,62.91,8.64,665.39
CA-2025-100840,2025-03-21,CS-1177,Consumer,North,Haryana,Technology,Phones,293.53,2,0.5,59.33,20.21,234.2
CA-2025-100841,2025-03-24,CS-1169,Consumer,West,Goa,Technology,Phones,822.74,5,0.0,80.54,9.79,742.2
CA-2025-100842,2025-05-02,CS-1339,Consumer,North,Punjab,Technology,Accessories,258.92,6,0.5,52.13,20.13,206.79
CA-2025-100843,2026-03-10,CS-1286,Home Office,East,Bihar,Technology,Accessories,1174.03,7,0.1,130.08,11.08,1043.95
CA-2025-100844,2024-02-03,CS-1261,Corporate,East,West Bengal,Technology,Phones,2052.15,6,0.2,505.35,24.63,1546.8
CA-2025-100845,2024-12-13,CS-1375,Home Office,South,Tamil Nadu,Office Supplies,Fasteners,317.47,4,0.1,74.28,23.4,243.19
CA-2025-100846,2024-04-04,CS-1223,Consumer,South,Telangana,Technology,Phones,963.62,4,0.0,217.06,22.53,746.56
CA-2025-100847,2024-03-12,CS-1199,Consumer,North,Delhi,Technology,Copiers,545.4,7,0.5,47.03,8.62,498.37
CA-2025-100848,2025-07-04,CS-1211,Home Office,North,Haryana,Office Supplies,Art,385.23,1,0.2,25.72,6.68,359.51
CA-2025-100849,2024-06-02,CS-1287,Consumer,South,Tamil Nadu,Office Supplies,Binders,139.02,3,0.1,33.76,24.28,105.26
CA-2025-100850,2024-09-06,CS-1180,Home Office,West,Goa,Technology,Copiers,260.44,2,0.0,35.72,13.72,224.72
CA-2025-100851,2025-11-04,CS-1250,Consumer,South,Telangana,Technology,Phones,460.57,2,0.0,103.7,22.52,356.87
CA-2025-100852,2025-03-13,CS-1231,Consumer,West,Goa,Office Supplies,Paper,734.53,7,0.2,108.26,14.74,626.27
CA-2025-100853,2024-04-27,CS-1472,Corporate,North,Punjab,Technology,Accessories,1781.15,5,0.0,320.31,17.98,1460.84
CA-2025-100854,2026-02-09,CS-1482,Home Office,East,West Bengal,Technology,Phones,575.2,3,0.0,115.66,20.11,459.54
CA-2025-100855,2024-11-01,CS-1023,Home Office,East,Bihar,Furniture,Tables,3533.23,9,0.0,554.5,15.69,2978.73
CA-2025-100856,2024-09-24,CS-1048,Consumer,North,Delhi,Technology,Copiers,2521.12,9,0.0,598.55,23.74,1922.57
CA-2025-100857,2024-02-23,CS-1109,Consumer,North,UP,Furniture,Tables,525.95,3,0.2,31.35,5.96,494.6
CA-2025-100858,2024-08-23,CS-1296,Corporate,East,Jharkhand,Furniture,Chairs,377.58,2,0.0,81.93,21.7,295.65
CA-2025-100859,2025-01-23,CS-1006,Corporate,West,Maharashtra,Office Supplies,Art,178.18,3,0.5,33.42,18.76,144.76
CA-2025-100860,2026-01-03,CS-1038,Corporate,North,Punjab,Technology,Phones,1203.78,9,0.0,139.8,11.61,1063.98
CA-2025-100861,2026-02-01,CS-1169,Consumer,West,Goa,Furniture,Chairs,385.7,8,0.5,55.56,14.4,330.14
CA-2025-100862,2025-02-04,CS-1356,Home Office,West,Gujarat,Technology,Copiers,1153.86,3,0.1,166.59,14.44,987.27
CA-2025-100863,2025-09-15,CS-1283,Corporate,East,West Bengal,Office Supplies,Fasteners,1114.64,4,0.0,65.33,5.86,1049.31
CA-2025-100864,2026-02-05,CS-1203,Home Office,West,Gujarat,Technology,Phones,616.52,5,0.5,96.82,15.7,519.7
CA-2025-100865,2024-10-29,CS-1325,Corporate,East,Jharkhand,Technology,Phones,671.61,4,0.0,42.45,6.32,629.16
CA-2025-100866,2024-07-25,CS-1313,Consumer,North,Delhi,Technology,Copiers,473.88,2,0.0,72.61,15.32,401.27
CA-2025-100867,2024-08-16,CS-1273,Home Office,South,Tamil Nadu,Technology,Phones,3982.06,9,0.0,370.44,9.3,3611.62
CA-2025-100868,2025-07-31,CS-1244,Corporate,South,Tamil Nadu,Technology,Accessories,858.98,2,0.0,186.16,21.67,672.82
CA-2025-100869,2024-03-15,CS-1327,Home Office,South,Telangana,Furniture,Chairs,758.89,5,0.5,48.48,6.39,710.41
CA-2025-100870,2025-03-10,CS-1475,Home Office,South,Kerala,Office Supplies,Fasteners,2427.11,9,0.0,264.57,10.9,2162.54
CA-2025-100871,2024-04-12,CS-1047,Corporate,South,Telangana,Furniture,Chairs,482.53,8,0.5,63.56,13.17,418.97
CA-2025-100872,2025-02-25,CS-1249,Corporate,South,Tamil Nadu,Technology,Copiers,174.77,1,0.5,29.79,17.05,144.98
CA-2025-100873,2025-12-04,CS-1079,Consumer,West,Goa,Furniture,Tables,1284.38,3,0.0,317.89,24.75,966.49
CA-2025-100874,2026-02-02,CS-1110,Consumer,West,Maharashtra,Furniture,Chairs,1438.1,9,0.0,109.12,7.59,1328.98
CA-2025-100875,2026-01-07,CS-1013,Consumer,South,Karnataka,Technology,Copiers,603.22,3,0.1,75.13,12.45,528.09
CA-2025-100876,2024-11-01,CS-1395,Consumer,North,Delhi,Technology,Phones,249.15,4,0.0,46.4,18.62,202.75
CA-2025-100877,2024-04-07,CS-1380,Consumer,North,Punjab,Technology,Phones,1291.55,3,0.0,161.14,12.48,1130.41
CA-2025-100878,2026-03-08,CS-1365,Consumer,West,Gujarat,Furniture,Chairs,405.14,7,0.0,39.77,9.82,365.37
CA-2025-100879,2024-11-30,CS-1090,Consumer,West,Maharashtra,Office Supplies,Binders,3196.13,9,0.0,680.72,21.3,2515.41
CA-2025-100880,2025-03-10,CS-1342,Consumer,South,Telangana,Furniture,Furnishings,365.83,4,0.1,32.0,8.75,333.83
CA-2025-100881,2025-03-22,CS-1348,Consumer,North,Haryana,Furniture,Tables,3325.39,9,0.0,390.08,11.73,2935.31
CA-2025-100882,2024-11-03,CS-1280,Consumer,East,Jharkhand,Furniture,Chairs,649.83,2,0.0,63.75,9.81,586.08
CA-2025-100883,2024-09-05,CS-1221,Corporate,South,Kerala,Office Supplies,Fasteners,696.59,2,0.0,168.66,24.21,527.93
CA-2025-100884,2024-06-14,CS-1073,Corporate,West,Maharashtra,Furniture,Tables,2315.1,9,0.2,502.96,21.73,1812.14
CA-2025-100885,2025-04-25,CS-1234,Consumer,West,Gujarat,Office Supplies,Fasteners,1430.58,7,0.0,203.42,14.22,1227.16
CA-2025-100886,2024-11-30,CS-1260,Corporate,West,Gujarat,Office Supplies,Paper,1569.47,5,0.0,342.19,21.8,1227.28
CA-2025-100887,2025-06-25,CS-1113,Home Office,East,Jharkhand,Furniture,Tables,312.45,5,0.5,58.28,18.65,254.17
CA-2025-100888,2026-01-28,CS-1046,Consumer,North,Delhi,Technology,Copiers,1298.06,9,0.0,157.56,12.14,1140.5
CA-2025-100889,2024-04-15,CS-1274,Corporate,West,Goa,Technology,Accessories,167.66,4,0.0,15.4,9.19,152.26
CA-2025-100890,2025-07-16,CS-1043,Home Office,South,Telangana,Technology,Copiers,248.23,1,0.2,30.31,12.21,217.92
CA-2025-100891,2024-03-21,CS-1208,Home Office,East,West Bengal,Office Supplies,Paper,2278.74,6,0.1,350.1,15.36,1928.64
CA-2025-100892,2024-05-12,CS-1417,Consumer,North,Delhi,Technology,Copiers,527.69,3,0.1,47.49,9.0,480.2
CA-2025-100893,2026-03-07,CS-1349,Corporate,South,Karnataka,Technology,Phones,224.5,2,0.0,23.5,10.47,201.0
CA-2025-100894,2024-05-17,CS-1103,Consumer,South,Telangana,Office Supplies,Binders,1654.9,4,0.0,296.82,17.94,1358.08
CA-2025-100895,2024-07-02,CS-1124,Corporate,East,West Bengal,Office Supplies,Binders,2930.6,9,0.0,571.07,19.49,2359.53
CA-2025-100896,2025-02-04,CS-1010,Home Office,East,Jharkhand,Furniture,Furnishings,3224.37,8,0.1,455.33,14.12,2769.04
CA-2025-100897,2024-11-25,CS-1329,Corporate,East,Bihar,Technology,Accessories,91.42,7,0.0,22.3,24.39,69.12
CA-2025-100898,2026-02-23,CS-1187,Home Office,West,Gujarat,Office Supplies,Binders,371.82,2,0.1,41.28,11.1,330.54
CA-2025-100899,2025-05-22,CS-1031,Consumer,North,UP,Technology,Phones,451.47,1,0.0,104.89,23.23,346.58
CA-2025-100900,2024-03-09,CS-1156,Home Office,West,Goa,Office Supplies,Binders,2147.91,7,0.1,225.21,10.49,1922.7
CA-2025-100901,2025-06-29,CS-1060,Corporate,East,Jharkhand,Technology,Phones,1198.72,5,0.0,236.3,19.71,962.42
CA-2025-100902,2026-02-12,CS-1249,Consumer,East,Bihar,Technology,Copiers,852.52,8,0.5,212.85,24.97,639.67
CA-2025-100903,2024-02-22,CS-1387,Corporate,East,Jharkhand,Technology,Accessories,1121.57,5,0.5,243.06,21.67,878.51
CA-2025-100904,2025-03-25,CS-1374,Consumer,West,Rajasthan,Office Supplies,Art,1879.11,5,0.1,272.58,14.51,1606.53
CA-2025-100905,2024-07-23,CS-1439,Consumer,South,Karnataka,Furniture,Tables,128.26,8,0.0,-17.62,-13.74,145.88
CA-2025-100906,2024-05-05,CS-1270,Home Office,East,Odisha,Technology,Copiers,624.01,9,0.0,151.79,24.32,472.22
CA-2025-100907,2026-01-16,CS-1442,Consumer,West,Maharashtra,Technology,Copiers,261.03,2,0.5,50.68,19.42,210.35
CA-2025-100908,2024-02-12,CS-1217,Corporate,East,Jharkhand,Furniture,Chairs,476.44,8,0.1,103.67,21.76,372.77
CA-2025-100909,2026-01-21,CS-1399,Consumer,West,Rajasthan,Technology,Accessories,1012.44,7,0.0,166.61,16.46,845.83
CA-2025-100910,2024-04-20,CS-1002,Consumer,North,Haryana,Office Supplies,Art,2682.27,8,0.2,390.71,14.57,2291.56
CA-2025-100911,2026-01-30,CS-1024,Home Office,North,Delhi,Furniture,Chairs,537.86,3,0.1,35.33,6.57,502.53
CA-2025-100912,2025-10-24,CS-1206,Consumer,West,Goa,Office Supplies,Art,923.79,4,0.0,57.64,6.24,866.15
CA-2025-100913,2024-07-01,CS-1320,Corporate,East,Odisha,Technology,Copiers,667.48,7,0.0,111.08,16.64,556.4
CA-2025-100914,2024-04-04,CS-1496,Corporate,West,Rajasthan,Office Supplies,Fasteners,762.83,5,0.5,66.94,8.78,695.89
CA-2025-100915,2025-01-08,CS-1199,Corporate,North,Haryana,Technology,Copiers,434.4,7,0.1,80.36,18.5,354.04
CA-2025-100916,2025-06-03,CS-1356,Home Office,West,Goa,Furniture,Tables,1912.85,6,0.0,461.81,24.14,1451.04
CA-2025-100917,2024-12-25,CS-1114,Corporate,North,Haryana,Technology,Accessories,1353.24,4,0.1,163.97,12.12,1189.27
CA-2025-100918,2025-11-26,CS-1280,Consumer,North,UP,Technology,Copiers,876.14,2,0.0,172.94,19.74,703.2
CA-2025-100919,2024-10-07,CS-1155,Home Office,South,Kerala,Office Supplies,Art,886.2,6,0.5,205.83,23.23,680.37
CA-2025-100920,2024-07-13,CS-1165,Consumer,East,Odisha,Office Supplies,Art,932.35,6,0.1,203.93,21.87,728.42
CA-2025-100921,2024-07-13,CS-1486,Corporate,West,Goa,Office Supplies,Binders,1281.96,6,0.5,85.62,6.68,1196.34
CA-2025-100922,2025-10-28,CS-1222,Home Office,East,West Bengal,Technology,Copiers,302.35,1,0.0,56.08,18.55,246.27
CA-2025-100923,2024-04-02,CS-1091,Corporate,East,Odisha,Furniture,Furnishings,1112.92,6,0.0,122.99,11.05,989.93
CA-2025-100924,2025-11-02,CS-1167,Home Office,North,UP,Office Supplies,Art,268.87,2,0.2,61.99,23.06,206.88
CA-2025-100925,2024-03-01,CS-1447,Corporate,North,UP,Furniture,Furnishings,835.5,5,0.0,70.31,8.42,765.19
CA-2025-100926,2025-09-25,CS-1207,Home Office,West,Gujarat,Office Supplies,Binders,263.26,7,0.0,24.88,9.45,238.38
CA-2025-100927,2024-02-20,CS-1282,Home Office,West,Rajasthan,Office Supplies,Paper,47.72,1,0.2,7.08,14.84,40.64
CA-2025-100928,2025-02-06,CS-1065,Consumer,West,Gujarat,Technology,Phones,269.78,5,0.0,31.32,11.61,238.46
CA-2025-100929,2026-02-27,CS-1376,Consumer,North,Haryana,Office Supplies,Fasteners,1466.75,9,0.0,178.77,12.19,1287.98
CA-2025-100930,2024-01-05,CS-1004,Consumer,South,Tamil Nadu,Office Supplies,Art,726.75,3,0.0,98.03,13.49,628.72
CA-2025-100931,2025-04-10,CS-1157,Corporate,West,Gujarat,Technology,Phones,148.17,2,0.1,11.67,7.88,136.5
CA-2025-100932,2025-08-26,CS-1249,Consumer,North,Delhi,Office Supplies,Paper,831.39,2,0.0,57.52,6.92,773.87
CA-2025-100933,2025-11-12,CS-1257,Consumer,South,Tamil Nadu,Office Supplies,Fasteners,63.23,3,0.5,5.6,8.86,57.63
CA-2025-100934,2025-06-17,CS-1235,Consumer,East,West Bengal,Technology,Accessories,473.2,1,0.0,74.2,15.68,399.0
CA-2025-100935,2025-02-08,CS-1306,Home Office,North,UP,Office Supplies,Fasteners,83.65,2,0.1,10.9,13.03,72.75
CA-2025-100936,2025-05-27,CS-1366,Corporate,West,Rajasthan,Furniture,Furnishings,2421.29,6,0.1,442.6,18.28,1978.69
CA-2025-100937,2025-10-06,CS-1470,Consumer,West,Rajasthan,Office Supplies,Binders,991.78,8,0.1,187.07,18.86,804.71
CA-2025-100938,2024-08-20,CS-1395,Consumer,South,Karnataka,Office Supplies,Fasteners,1974.02,4,0.0,347.6,17.61,1626.42
CA-2025-100939,2025-06-07,CS-1074,Consumer,South,Telangana,Furniture,Chairs,530.9,2,0.0,50.67,9.54,480.23
CA-2025-100940,2024-12-11,CS-1187,Consumer,North,Haryana,Technology,Phones,85.37,5,0.1,14.89,17.44,70.48
CA-2025-100941,2024-02-15,CS-1062,Consumer,South,Tamil Nadu,Office Supplies,Fasteners,222.76,3,0.5,36.22,16.26,186.54
CA-2025-100942,2025-06-29,CS-1337,Home Office,North,Delhi,Technology,Copiers,2353.4,5,0.0,417.77,17.75,1935.63
CA-2025-100943,2024-03-18,CS-1164,Home Office,South,Telangana,Furniture,Furnishings,235.25,3,0.5,23.48,9.98,211.77
CA-2025-100944,2025-12-30,CS-1056,Consumer,East,Jharkhand,Technology,Accessories,744.83,4,0.0,184.49,24.77,560.34
CA-2025-100945,2024-03-13,CS-1111,Consumer,West,Maharashtra,Technology,Copiers,158.16,5,0.0,39.14,24.75,119.02
CA-2025-100946,2026-03-04,CS-1218,Consumer,West,Gujarat,Technology,Phones,938.67,7,0.0,211.91,22.58,726.76
CA-2025-100947,2024-09-05,CS-1240,Consumer,East,Jharkhand,Office Supplies,Binders,219.31,2,0.2,21.41,9.76,197.9
CA-2025-100948,2024-02-16,CS-1021,Consumer,West,Rajasthan,Office Supplies,Fasteners,1948.47,6,0.1,390.74,20.05,1557.73
CA-2025-100949,2024-04-30,CS-1141,Consumer,West,Rajasthan,Office Supplies,Binders,1546.96,6,0.0,116.19,7.51,1430.77
CA-2025-100950,2024-08-01,CS-1265,Consumer,West,Maharashtra,Technology,Copiers,480.03,6,0.1,112.03,23.34,368.0
CA-2025-100951,2024-08-26,CS-1139,Corporate,West,Rajasthan,Technology,Copiers,2519.02,7,0.1,238.81,9.48,2280.21
CA-2025-100952,2024-02-25,CS-1459,Corporate,East,West Bengal,Furniture,Chairs,743.15,3,0.2,102.71,13.82,640.44
CA-2025-100953,2024-12-15,CS-1070,Corporate,North,Haryana,Technology,Accessories,353.86,5,0.5,63.24,17.87,290.62
CA-2025-100954,2024-04-16,CS-1385,Consumer,West,Goa,Technology,Accessories,969.2,9,0.1,119.46,12.33,849.74
CA-2025-100955,2024-02-17,CS-1118,Home Office,East,Odisha,Office Supplies,Binders,2084.42,9,0.5,203.7,9.77,1880.72
CA-2025-100956,2025-07-26,CS-1198,Home Office,West,Goa,Furniture,Tables,2255.1,7,0.0,470.35,20.86,1784.75
CA-2025-100957,2024-12-02,CS-1205,Consumer,East,Odisha,Technology,Phones,2920.57,9,0.2,620.63,21.25,2299.94
CA-2025-100958,2024-01-26,CS-1214,Consumer,East,West Bengal,Office Supplies,Paper,180.76,3,0.5,26.29,14.54,154.47
CA-2025-100959,2024-09-13,CS-1056,Corporate,North,Haryana,Technology,Phones,2089.36,7,0.0,229.38,10.98,1859.98
CA-2025-100960,2024-01-08,CS-1287,Consumer,South,Kerala,Technology,Copiers,28.97,1,0.2,5.56,19.19,23.41
CA-2025-100961,2025-09-16,CS-1470,Consumer,North,Haryana,Furniture,Chairs,2109.89,7,0.0,485.28,23.0,1624.61
CA-2025-100962,2024-09-09,CS-1293,Corporate,North,Delhi,Office Supplies,Paper,329.27,3,0.0,69.39,21.07,259.88
CA-2025-100963,2025-11-22,CS-1175,Corporate,West,Gujarat,Office Supplies,Fasteners,912.21,3,0.1,148.01,16.23,764.2
CA-2025-100964,2025-12-19,CS-1347,Consumer,East,Jharkhand,Technology,Phones,3266.64,7,0.0,202.32,6.19,3064.32
CA-2025-100965,2024-10-29,CS-1370,Corporate,South,Tamil Nadu,Furniture,Chairs,1878.14,8,0.0,439.17,23.38,1438.97
CA-2025-100966,2025-09-30,CS-1462,Home Office,East,Odisha,Furniture,Furnishings,638.58,4,0.0,147.96,23.17,490.62
CA-2025-100967,2024-02-25,CS-1128,Consumer,West,Maharashtra,Technology,Accessories,63.36,1,0.1,6.41,10.12,56.95
CA-2025-100968,2025-12-26,CS-1431,Corporate,East,Odisha,Furniture,Tables,846.47,5,0.5,158.56,18.73,687.91
CA-2025-100969,2025-06-09,CS-1378,Consumer,West,Maharashtra,Office Supplies,Fasteners,1184.99,4,0.0,147.81,12.47,1037.18
CA-2025-100970,2025-04-18,CS-1325,Consumer,North,Punjab,Office Supplies,Art,2242.4,9,0.1,210.81,9.4,2031.59
CA-2025-100971,2024-01-28,CS-1442,Corporate,North,Punjab,Office Supplies,Paper,1405.87,3,0.0,73.31,5.21,1332.56
CA-2025-100972,2024-03-18,CS-1292,Consumer,West,Goa,Office Supplies,Binders,1565.75,4,0.2,192.63,12.3,1373.12
CA-2025-100973,2024-08-03,CS-1288,Consumer,North,Delhi,Office Supplies,Fasteners,975.57,3,0.1,89.96,9.22,885.61
CA-2025-100974,2025-01-20,CS-1226,Consumer,East,Bihar,Technology,Accessories,318.1,3,0.0,17.41,5.47,300.69
CA-2025-100975,2024-12-30,CS-1064,Corporate,South,Telangana,Furniture,Tables,2653.92,7,0.2,-684.73,-25.8,3338.65
CA-2025-100976,2025-10-27,CS-1455,Corporate,South,Telangana,Office Supplies,Binders,895.07,5,0.0,86.38,9.65,808.69
CA-2025-100977,2025-06-09,CS-1426,Consumer,East,Jharkhand,Office Supplies,Paper,219.54,5,0.1,36.83,16.78,182.71
CA-2025-100978,2025-11-29,CS-1048,Corporate,South,Kerala,Office Supplies,Binders,512.53,4,0.0,68.5,13.37,444.03
CA-2025-100979,2024-11-07,CS-1202,Consumer,East,Odisha,Office Supplies,Art,2668.06,8,0.2,315.54,11.83,2352.52
